user_tweet,,
@SamsungIndia @Samsung  Service request no. 4306979255 https://t.co/Rb2h6D5wWs,,
"@SamsungIndia @SamsungMobile 
My mobile samsung GALAXY A70S recently purchased I'm unable to log out of my samsung account and change my email id to another mail account. It appears Samsung is preventing change to google account. Repeated attempts gives e",,
@SamsungIndia WASHING MACHINE ISSUE NEWLY BOUGHT SOUND PROBLEM COMPANY SR TECHNICIAN SAYS IT IS NORMAL SOUND. BUT I HAVE NEVER USED ANY WM WITH SOUND REQUESTED TO REFUND 9 TIME WASHING DONE THEY ADVISED ME TO GO to store and store says go to company.CONSU,,
"@SamsungIndia highly disappointed with your service here in Mumbai, my mother has been chasing you guys since a week but all her complaints going unattended and in vain",,
"@SamsungIndia @Samsung @samsung
Really disappointed call center not responding. My washing machine issue not resolved as I am facing same issues within a month. Please send a engineer asap and maintain your pride. https://t.co/RV7nscgOVA",,
@SamsungIndia Will the sale of #M31S start on Samsung shop also on August 6 ??,,
@SamsungIndia @Samsung 4306603562. Need the area manager / nodal officer contact. Service center is unable to fix the issue. Escalation required asap.@AmitavaSircar,,
@SamsungMobile @SamsungIndia after purchasing  a INR 70000 phone. I'm  getting  a issue of screen burn. Its flickering. The Samsung galaxy S10plus. My warranty was going to end in june so i went on 25th may 2020 to extend warranty in service. They denied ,,
"@SamsungIndia hello my earephone is not working purchased just a month ago of [ Samsung EHS64AVFBECINU Wired Headphone, Black ]
Do something it is under warranty",,
"2 ""Done"" is the only button on screen,I can't cancel/deny/close it and and and I can't use my phone, I literally can't. Can't open notification drawer, can't go to home screen, had to restart my phone. What are your views on such annoying things by @SamsungIndia @SamsungMobile ?",,
"@SamsungIndia @SamsungMobile @Samsung 
After  using this pathetic  product and service  centre  failing to give solution thy want me to tk coupon and  take samsung phone again and  hv mental  stress for the same.  How can someone  force
Rmn  :- 932719302",,
@SamsungMobile @SamsungIndia @SamsungMobile First start taking responsibilities of your products which are already out in the market. Maybe then ask what a consumer expects out of you.,,
"@SamsungIndia Asking for a new technician, next day, the customer support person, was very rude in speaking and uncertain about they will solve this issue.Seems Your service centre does not want to work or help a customer. Service req no 4307104719.",,
@SamsungIndia Complain Number 4306911207 second time issue bought Samsung 65” RU7100 in October 2019 complained in november 2019 about panel defect and got it replaced in December 2019 now again a thin line on replaced panel no one is responding,,
@SamsungIndia Regarding repair of Fridge model RT3135TNBSL. Customer Service record card 616 https://t.co/UwRYqXQjke we got call from Samsung representative thatSamsung can't repair its own product i.e. refrigerator.After 18 visits by Samsung engineers an,,
"@SamsungIndia I placed an order from Samsung shop last week. The order is not shipped till now and the last delivery date has passed, your helpline number, it's busy all the time, I tried reaching out on whatsapp support, then they said we don't deal in o",,
@SamsungIndia Inverter model refrigerators are creating lot of problems ? Respond to the DM?,,
"I logged a complaint with @SamsungIndia on 21st July as my Refrigerator is not working. It’s been 15 days still haven’t received proper service. Can’t reach out to Samsung service center, not getting help from customer care. Couldn’t expect this from a renowned company.",,
"@SamsungIndia I have deposited 4000Rs for extended warranty but still I don't get EW Certificate yet,every time Service centre people's provide me Dates but no conclusion yet although I am using Flagship S10plus but getting false commitments 
9935556026 h",,
"@SamsungIndia @SamsungMobile @SamsungMobileUS @Samsung , after making trust on Samsung, if you are not able to return money or a new handset, thn say..
During this pandemic situation, few service centers are closed. And I am not able to go far. I didn't p",,
"@SamsungIndia @SamsungMobile 
Bukhariyo ke kobile na purchase kro.... Haram ka paisa chahiye inko... Mobile me problm aaye to solve ni krte... chkkr ktwate hai service hai center ke. complaint krne pr bi sunwaye nhi hai.. https://t.co/lWQp5r4gbp",,
@SamsungIndia Boisar Samsung Service Center may charging jaise ek problem k liye 1. 5 month lag rha hai 7 se 8 baar aaya hu bs bulake paresha krrr rhe hai aaj aao kal aao part nai 10 din phone rakhana padega jai reason de rhe hai So Be Careful.. All Peopl,,
@SamsungIndia @SamsungMobile there's a problem with S10 series apart from jio it doesn't catch other network signals.I have Airtel sim and it always shows 2 bars while when I use same sim in my pixel the signal strength is full.Please fix this via OTA,,
"@SamsungIndia @Samsung
Samsung Smart Microwave magnetron is making loud noise also earth leakages has started.",,
"#Samsung mobile service delay, complaint filed against @SamsungIndia 
https://t.co/l03GPLeHyG",,
"Dear @SamsungMobile , I am waiting at one of your service center to get my mobile repaired. They are not obeying token number, very bad experience by @SamsungIndia
Service center contact 09334343361",,
@SamsungIndia @SamsungMobile what are the possibilities that someone can access our fingerprints and misuse them if we use fingerprint lock in Samsung mobiles?,,
"@SamsungMobile @Samsung @SamsungIndia A samsung customer care store in bhilwara, rajasthan states that the software of the mobile is expired and the cellphone (Model Number SM-B310E ) can't be repaired. the mobile was purchased 3 years back.",,
@SamsungIndia Thanks for the wonderful service @SamsungIndia. My issue has been resolved within a week and the device is working perfectly.,,
"Dear @SamsungIndia @SamsungMobile  
i am using M30S from couple of months &amp; this is worst possible handset i have ever used. It just does 1 thing accurately ie. keeps hanging and restarting 99 times a day. 
Can You guys please replace it with something that runs smoothely  !",,
"@SamsungMobile @Samsung @SamsungIndia.
I am using Galaxy M30s, and we raise complain to Samsung to enable carrier aggression system for high speed interenet as well slow and lagging our device. However, above all our concern not reslove yet after complain",,
@SamsungService6 @SamsungIndia @SamsungMobile https://t.co/cOHEOx2874,,
"@SamsungIndia @Samsung it's really bad services from Samsung. It's more than 20 days and my service request is still unprocessed.
Request no. 4306081022.",,
@SamsungIndia I  love samsung products..❤,,
"@SamsungIndia @cromaretail 
Samsung team please help on this matter urgently. https://t.co/3v6Pjj5wYJ",,
"Expected date of my delivery was 3rd August, Still not shipped and no update. Worst @SamsungIndia @Samsung",,
"After latest update done on my #GalaxyA70s today my internet connection is not fast as it was fast  usually ..in the past ..
Please help me @SamsungIndia https://t.co/jQQ5sMwZ6p",,
"Dear @SamsungIndia @amazonIN @AmazonHelp,  Please tell me that Samsung Galaxy M31s which is going to be launched/available on sale to tomorrow on Amazon Prime Day can it be purchased only by Prime Members or Non Prime Members can also buy it?",,
"@Samsung @SamsungHVAC @SamsungIndia 
Could you plz confirm that can we buy samsung products or not
prompt services based on products  then supporting to customers But it is not in such way to support the customer.?????? Ignoring  customer",,
"@SamsungIndia very shamefull. 
Your bulandshahr service centre manager and staff is not able to manage social distancing. 
They are not even providing token numbers and anything else. 
There is nothing like rules here. https://t.co/7bYIZPuyNw",,
"@SamsungIndia  Team, I from Bangalore 560016, I would like to buy Microwave. MC28M6035CK. Please let me know from where I can buy. It's not available in Amazon.",,
"@SamsungIndia pls refer to the attached screenshot of our conversation. As per the below email, I have not received any call yet.  Kindly look into the matter and help me. https://t.co/iA84bJzEwC",,
@SamsungMobile @ceoleekunhee @kunlight @SamsungIndia @samsungcare2 worst experience  with brand new m31,,
"@SamsungIndia @Samsung worst ever support and after sale  service provider .Have register complain from last 2 days and after follow up there has been false promises and nothing else...
Service reference no. 4307123631  for samsung refrigerator.",,
"@SamsungIndia Subject: Regarding my Refrigerator defect has not repaired stating that the product is not repairable in the service Center due to internal damage in the same. My Samsung refrigerator  is even though product within warranty period. 
.",,
"@SamsungIndia this is your service centre in bulandshahr and see this is how they are managing their custumers during COVID 19.
they are not even following 1% of social distancing. https://t.co/cTBieWecNf",,
@SamsungMobile Sumsung A20s new totally hanged.. bdi muskil se ek mobile liya vo v hang ho ja rha bar bar ..pl new dila do achha wala @FR_Samsung  @SamsungMobile @SamsungIndia,,
"@SamsungIndia  I bought a51 from ajmer 8-9 days ago
Phone hanging so company gave me a replacement but i live in Jodhpur and they are saying go to ajmer and take a new phone from same shop how can i help me 
When i bought i was in training in Ajmer due to",,
"@SamsungMobile @SamsungIndia  Need to improve your services, didn’t expect such kind of support, no communication to customer even after 2 days of handover product and no spares availability. Service Centre at Chaitanyapuri, Hyderabad https://t.co/OY5Co",,
"@SamsungMobile @SamsungIndia 
What a pathetic service you're giving. No one would have able to solve my issue. It was my big mistake buying a samsung product. 
@SamsungIndia really disappointed to be a customer of samsung for so many years. I bought a sma",,
Request No - 4306830476,,
It's been 8 days and I am still waiting for my phone to get fixed (Under Full warranty).,,
I would like to escalate the issue as i am not given any finite waiting time.,,
"Please help.""",,
"@SamsungIndia I have Samsung's m31 model. The biggest problem of this phone is internet, its internet is very slow compared to other phones.  I have lost my mind since I bought the phone.  I would like to request Samsung Team to help me.",,
"Awful customer support from @SamsungIndia @samsung TV ordered 3wks ago. After hrs of daily calls/mails, reply so far: case escalated, will email/call next day, will be resolved tmoro, handling with highest priority etc. But no update, no action &amp; only false promises!#SamsungEvent",,
"@Samsung @SamsungIndia Still no revert team Samsung. 
Fridge neither repaired nor replaced nor refunded 
Mr Sunil Antony Cutinha ....I'm awaiting your revert before moving to consumer court !!!!
NEVER BUY SAMSUNG",,
T0009 - @SamsungIndia it has been over one year since my first complaint of faulty samsung refridgerator however no action has been taken yet. It is surprising how an established company is not able to provide basic repairs even in a well connected city like Mumbai. Disappointed.,,
"Samsung service center with no social distance. And when i ask people about the appointment.
None of them had taken appointment.
Good going samsung
@SamsungIndia https://t.co/Irzktu1CaI",,
"@SamsungIndia 
@SamsungMobileUS 
@SamsungMobile 
This is logesh from cuddalore,Tamil Nadu.
REGARDING ABOUT THE COUPON ISSUE
I have been waiting for 1 month and 5 days.Till now i didn't get my coupon.
There is no proper response from customer service
I hav",,
@SamsungIndia  @SamsungMobile I bought S10 lite 2month back today morning its display stop working. When I visited service center they mentioned it may cost you Rs9700. What's happening? Whats the point to buy certified  phone of @SamsungMobile?,,
"Box, charger , and other accessories.. i did that.. they told me that i will get a coupon which can only be redeemed at samsung store. today 5th august. still no response.. tell me how can i trust ur company to buy a new phone again.i want my money back immediately @SamsungIndia",,
@SamsungMobile @SamsungIndia A brand new mobile phone has been deposited for repairing with your service centre. They are asking for one week time limit to get it repaired. No phone issued for temporary use. Pathetic experience. @timesofindia @EconomicTim,,
"We are dancing-in-front-of-the-mirror kinda excited! ‘Cos the new #SamsungM31s is going live on sale tomorrow! Get ready to experience India's leading 64MP Intelligent Camera with Single Take, an sAMOLED Infinity-O-Display and segment-leading 6000mAh battery. https://t.co/FMwQ3GooKh",,
"Samsung super 6 108cm X14UAIZ HSN 85287217 ,tv not working, power supply is disturbed alongwith severe screen resolution problem. Can't connect with the service centre. Please help. 
Purchase date- 22/01/2020
Bill is attached here. @SamsungIndia @Samsung https://t.co/HzEXNWXo7x",,
lots of lag and struck in my @SamsungIndia J8 model mobile after updating android 10 versions... what can i do for smoother experience?,,
"@SamsungIndia I am very pained that my Galaxy M21 Screen got damaged without any fall or pressure, yet your service center refused to entertain any warranty for its replacement and it is very disturbing on behalf of your reputation as a company of global ",,
"I m using Samsung s10 lite.. I have Samsung refrigerator, I have Samsung led.. Samsung is part of our family. Thank you @SamsungIndia for making our life easy...",,
"Dear @SamsungMobile how to record video call with voice...please tell mi im waiting you reply...
@SamsungIndia @SamsungMobileUS @SamsungMobileSA",,
"@SamsungMobile @SamsungIndia  Explain this tint? 
Woke up to this. https://t.co/g28OPttgY7",,
"@Samsung @SamsungIndia 
I got the warranty extended for my Galaxy S10 for 2 years but accidentally the Service Center only renewed it for 1 year &amp; am reaching out to them to take corrective action and take the charges for another 1 year they told me t",,
"@SamsungMobile I have bought SAMSUNG SM -A31SFL/DS 6-128GB on 20th July.
In last 14days i have not used this phone in listening song,so speaker not checked, and getting issue with speaker now.Ringtone is working properly.@SamsungIndia @amazonIN  please he",,
"@SamsungIndia waiting for a long time to purchase a galaxy tab s6 lite for this situation, and since the first day the product is not available to purchase at your site. Do you have sny intension to sale the product?",,
@SamsungIndia a51s &amp; a71s launched date?????,,
@SamsungIndia why my samsung galaxy on 7 smartphone battary was every time decresed and flash light is blemed,,
"Bought new Samsung A30s just 2 months ago and facing connectivity issues with the phone.
Spent 16.5k to buy this one and a pathetic mobile i received.
If you cant replace my phone than tell me so that i can through this.
@SamsungIndia
@SamsungMobile
@SamsungIndia Mera Samsung Galaxy Note 8 hai 1 month pahle software update karne ke bad phone camera kam karna band kar diya toll free number per call bhi kiye service centre jaane ke bad vah bolate Hai 12 hajar rupya",,
"Lagega problem company ka payment hm """,,
"@SamsungIndia 
I have some issue due to service",,
No response has been received from your side and now I am going to Book formal complaint in consumer court towards falsify claiming specifications of your faulty set  @SamsungIndia https://t.co/ws8BMbP0gP,,
@SamsungIndia The new design language just looks amazing..You are doing a great job @SamsungIndia..There is a reason you are the No 1 brand worldwide..,,
@SamsungIndia सैमसंग इतना लापरवाह कैसे हो सकता है? मेरा पार्सल 03 अगस्त से सड़क पर घूम रहा है और कोरियर वाला �,,
@SamsungIndia  @SamsungMobile this was a valid offer given by you on samsung s10 lite but even after connecting customer care i didnt received my cashback of 4000 rs . Request 1661448 &amp; Order id: 33058709842. As mentioned on screenshot offer was valid,,
More than 18 hrs gone still no response from @SamsungIndia @SamsungMobile @SamsungIndia @SamsungMobile @Samsung Dont fool around the rational consumer.. Awaiting for your response on this worst service ever @Samsung .,,
@SamsungIndia @jagograhakjago shared my concern via DM as asked on July 29th 2020. No response received  till now.,,
@SamsungMobile @SamsungIndia  Galaxy J2 Core is based on Android go but when is android 10 in it?,,
@SamsungIndia I bought the Galaxy Buds Plus from your website and hands down this is the worst experience I've had with any brand till date. Absolutely pathetic!,,
"@SamsungIndia so you guys removed widevine L1 support in recent software updates, that's why we couldn't able to stream in HD on Primevideo. This issue exists from May I think and you guys not yet fixed it.",,
@SamsungIndia Your chat assistance isn’t able to help. I spoke with everyone and they are not even aware of the product functionality. Not helpful when they provide incorrect information and are contradicting their own company’s product feature. https,,
"@SamsungIndia My note 9 display showing yellow tint. It's been only 6 months I don't know why @SamsungMobile, global company during covid19 pandemic is not giving service in India. . Please help.",,
"Bought samsung handsfree on March 7, it stopped working after sometime. I visited service centre they agreed to replace the product after checking it thoroughly, however, they refused to replace it later. P.S: I chased them for 2 weeks @SamsungIndia  #notsogoodservice",,
@SamsungIndia Bought an A21s (black) yesterday from @VijaySales Got a blue one. Not very good with colors. Realised later after reaching home. What's the solution? The box says black though.,,
@SamsungIndia can we avail #SamsungStudentProgram for school students ?,,
"@SamsungMobile #samsungA71 @SamsungIndia 
Bought a Samsung A71 phone last month only, but it's giving lot of trouble, not a good piece at all, and the service center is asking for repair work, in a month, isn't it insane???",,
I have  purchaded @SamsungIndia A70s on 16th July.I am facing net issue in this device since then. My @idea sim is not providing me 4G services in A70s. The issue is My idea sim has no issue 1/2.,,
@SamsungIndia There is issue with my refrigerator and service center is not sending anyone for repair. I am contacting customer support from last 7 day everyday they say someone will visit but no one visit. Service center is not even calling me. If this c,,
"SAMSUNG DECREASE THERE MANUFACTURING QUALITY
The day before yesterday I bought Samsung A21S phone 
bina use kare ek din main screen bhar nikal kar aa gayi iski 
@SamsungIndia | @TechinalGuru  | @SamsungMobile  | @ceoLeeKunHee| #manufacturingdefect #shameonsamsung #defectedsamsung https://t.co/eflRwznCUc",,
@SamsungIndia #SamsungM31S is perfect phone to people and good mobile,,
@SamsungIndia  How to register for 3rd party insurance provided by samsung for corporate employees. I haven't received any guide with mobile.,,
"Third class service of samsung washing machine, complaint booked but for part changing asking for money by service man. Machine is in warranty. Complaint nub:- 4307028734, pl escalate to higher priority
Pl look into it. @SamsungIndia @Samsung @SamsungSupport @SamsungSupport",,
"@SamsungIndia Worst service, having Galaxy M30S, After software update it stuck on samsung logo. Went service centre, they told samsung released corrupt software. Following Continuously since saturday, still they don't have solution.",,
@SamsungIndia A31 sim crashes when on calls the issue still remains unsolved.,,
"@SamsungIndia my friend's new M31s' adapter is not working anymore
Just purchased it a month and a half ago
Do something about it",,
@SamsungIndia The support team on the above link told me that the are technical support team and I should contact Samsung Shop team(which I have tried to and failed multiple times for a resolution),,
It appears samsung has NO interest in giving the svs to the customer within warranty period by passing the responsibilities to each other.Poor show. One need to be careful in choosing a high-end product from Samsung.I learnt it in hard way.@SamsungSG @SamsungIndia https://t.co/nTRFc0Tw3I,,
@SamsungIndia लॉक स्क्रीन पर थीम यूज़ नही कर पा रहा हूँ,,
@SamsungIndia sir my phone is samsung j7max so this phone screen is damage i want know you what screen touch prize,,
@SamsungIndia Purchased new Samsung M01 mobile on 14th July and from day one I am facing calling issue which is the basic feature of a phone. call get auto disconnected every time after few minutes. After that it takes approx 5 minutes to be get connected,,
"@Samsung @SamsungIndia 
Pathetic service quality by your engineers to fix my cousin's refrigerator.
He lodged a complaint with Samsung on 11th July 2020, and they replaced the compressor.
However, questions remain unanswered.
https://t.co/o9jAIw8czi",,
"@SamsungIndia I had a bad experience. A50 damaged.
Bought in July 2019.",,
@SamsungIndia @jagograhakjago @consumerforum_ I purchased a fridge on 3-Jul (delivery on 23-Jul). followed up 6 times &amp; then delivery process was started. Delivered at society(500m far) &amp; had to drag it home. Received damaged. #unprofessional #irr,,
@SamsungIndia Is this device secured by Knox...?,,
"1/3 Had bought a @SamsungIndia M31 on 6-03-2020, my USB port was not working. Visited the authorised service centre in Unnao,Uttar Pradesh. The guy charged ₹1005 for replacing the part even whn in warranty. Also from othrs around I found many ppl der facing similar issues..cont",,
from Samsung India till now even after 20 days of lodging complain @SamsungIndia,,
@SamsungIndia Have some courtesy and guts to respond to customer complaints,,
Don't buy.... Within 46days of purchase I have to send to service center for touch panel not working.... And now came to know 3 example of similar problem in my circle... Poor after sales service... Big NO to Samsung mobiles... @SamsungMobile @SamsungIndia @MiIndiaSupport,,
"@Ramacha65722356 @SamsungIndia Vry vry bad services by sumsung care. Better stop ur nubb services, dnt make fool to people. Why u guyzz are so irresponsible. 😡😡😡",,
"@SamsungIndia I have checked but in my area (Pincode-285001) online appointment service is not available.  And the service centre are also inactive right now.
Please arrange some other way of solving my problem.",,
"@SamsungIndia Can you please write your comments on watching this video.
I lodged my complaint with Samsung on 11th July 2020, and they replaced my compressor.
However, my questions remain unanswered.
https://t.co/5v9Qk5BejN",,
"@SamsungIndia facing issue in samsung microwave but not getting support
Regards
Tushar // 9998349001",,
"Hey @SamsungIndia 
I own a Galaxy J6 Plus and it's been a while I'm not getting updates on my device !! My whole family is a Samsung fan and everyone has already got the Android 10 update and I freakin' like One UI but I still haven't got that update !!
Please look up to this !!",,
"Hold your breath and sit tight! Just 2 more days before you can get your hands on the Monster, the all-new #SamsungM31s. It’s got India's leading 64MP Intelligent Camera with Single Take, which gives you up to 10 outputs with just one #MonsterShot. https://t.co/cG48rv7qnE",,
"This is my mobile postion what can i do, this is a6+ @SamsungMobile @SamsungIndia @Samsung @SamsungMobileUS @SamsungKorea https://t.co/GC2UvBJ2fr",,
@SamsungUK @SamsungIndia why isn't my samsung active 2 watch counting the floors i climb. This is disgusting given the amount I paid for it. It cannot be trusted as a health tracking device.,,
@SamsungIndia case id 5050692532 care less behaviour by hp service centre#hp support https://t.co/1SmJ4MldI7,,
"@SamsungIndia @jagograhakjago 
 i bought a new mobile phone(galaxy s10 lite) from the https://t.co/qOyimPsHxP there were a few offers available on the phone among which there were two offers that could be combined with each other
4000 rs instant cashback ",,
"@SamsungIndia @EcomExpress_Ofc @BlrCityPolice @CPBlr
Samsung is telling to contact ecom and ecom telling to contact Samsung. Ecom confirmed they did not receive the courier and Samsung just passing time saying I'll receive the product. Can you please help",,
@SamsungIndia It seems they don't have any authorised service centre to repair the refrigerator made by them. They are allowing d side technician to repair d same and the quality of parts will be duplicate or refurbished and or no warranty of spares.,,
@SamsungIndia Your refrigerators are worst..Every year we are investing a lot of money to get it serviced?,,
"@SamsungIndia watch purchased 31/7. Running after customer care as a faulty watch provided. Customer services do not covid safety procedures. Submitting watch for repairs without using even once!!
Hey @SamsungIndia", I've purchased 3 Galaxy Buds+ (2 from @amazonIN (returned both)," now 1 from your online store). They all have the same issue - THE SEAL IS BROKEN and a new seal/tape is applied over it!  Is this normal? Or are you passing us returned/refurbished items? Help. https://t.co/ugZJAyXKAf"""
@SamsungIndia I had placed an order online and is running from pillar to post to cancel it and get refund. Can you pls help?,,
@SamsungMobile Receiving below par cust. service frm @SamsungIndia w/ order 11157422653. Received mobile with the factory reset screen on. Looks like a returned product. Please send someone to pick it for replacement or refund. Difficult to step outside w,,
@SamsungIndia @Samsung @SamsungTV trying to order Samsung Frame on your website but keep on getting the following error.. “soft allocation failed in fulfilment service”. Your contact center and chat support couldn’t help resolve it.,,
"@SamsungIndia I bought Galaxy M21 a month before and within 2 weeks it stopped working. I am aware about pandemic, but still no service is provided.",,
@SamsungIndia @SamsungMobile  @samsungm30s Thus I request you to make that coupon valid for online purchase also as am not financially stable to invest Rs 2k or 3k more via offline medium and many phones are even unavailable offline like (@samsungm31). Ki,,
"After given assurance on number of occasions I visited the store and telephonically also, it's been 19th day of purchase.. I am still waiting for the replacement and forced me to take legal remedies , which I have sent to concerns at @Relance @SamsungIndia .",,
"@SamsungIndia 
Sir I'm facing keyboard issues while typing in Samsung Galaxy m 31 phone",,
@SamsungIndia hi I have ordered a device through Samsung online portal and the product is not delivered yet.. it’s more than a week,,
@SamsungIndia  Booked your service for refrigerator on 24/7/2020. Service request no.4306573696.But no result yet.,,
Is it okay for my 2 day old Samsung a71 to have a green(pixel like) dot on screen? Also visible heating often after minimal use? @SamsungIndia @SamsungMobile @SamsungMobileUS @samsung,,
"@SamsungIndia @SamsungMobile 
I have recently purchased phone from website but the handset is faulty, it takes more than 2.5 hours to charge. I tried to get in touch visit customer care, they are asking me to visit service center which is 50kms away. Plea",,
@SamsungIndia Iam very glad about your online service at https://t.co/KI4dDTHrCv. I had a chat with your Human assistant yesterday due to problem in my Samsung washing machine.And u responded so early by sendng an Engineer to fix it.Thank you Samsung♥�,,
@Samsung @SamsungIndia @SamsungNewsIN Sharing a glaring incident of complete failure of #CustomerService #customercentricity #CustomerExperience that your teams display. #shameful #attitude towards your #loyal #customers &amp; poor ownership to #closethel,,
"@SamsungIndia @SamsungMobile 
@Samsung 
Im facing problem A50,  Im not  installed dual chrome browser but now there is another chrome browser and no option to uninstall it. Can anyone tell me how is this possible? Hw 2 remove ,??and Im unbl to update it.",,
"@SamsungIndia I have purchased #M31 series mobile from @amazon.in Order Number: 171-5452850-7746758 Invoice Number : IN-DEL4-113265
Order Date: 26.06.2020 but now I have technical issue with it photos of Mobile and Invoice number inclose with it. https://",,
"@SamsungIndia @Samsung @SamsungNewsIN 
I had take service from Samsung for My AC but since last 2 Service I didn't satisfy with service. And he didn't using full equipment like washer .and my AC gets damaged for same now I checked that was bad.
Mukesh
837",,
How to turn off vibration for all the notifications on @SamsungIndia mobile Any idea ? It's seriously irritating the vibration for each &amp; every single notification😐😣 #Samsung #Vibration #Turnoff @SamsungHelpDesk,,
"@SamsungIndia Wow what a system you follow issuing an oppointmnent token # OT002 for 3rd Aug 2020 and allowing Service center to remain close, simple sorry can serve the purpose? You have waisted my time/money. Need pickup/drop of my mobile.",,
"Dear @SamsungMobile @SamsungIndia 
i submitted my mobile for repair on 21Jule 2020 morning, 
its today 04Aug 2020 
still my mobile has not repair
This is Your Service 
how can i work without mobile??
humble request u,do Something &amp;Solve my problem. https://t.co/AENaTZMMDC",,
"My Samsung galaxy S10e fell in to 20cm deep water and now it's almost dead.
And the phone have IP68 .
Really pathetic. @SamsungMobile @SamsungIndia",,
@SamsungIndia Again my Samsung mobile a50s is not connecting to bluetooth,,
"@SamsungIndia I bought it on mar 2 , since then no compliants...only music 😍 crystal clear!!",,
"@SamsungIndia I was planing on a s10. But my new fridge gave up. And the customer service is non existent. You can't even make a good fridge and I was having thoughts to buy a s10. How stupid I must be.
@SamsungIndia V disspointed with Samsung India for s"," 2020. As per first update I was informed that refund will done within 7 to 21 days. Now it has been almost 40days refund has yet not come. Still your customer care is not able to give concrete reply""",
@SamsungIndia I had purchased a Mobile from samsung mobile shop. It was to be delivered on 30th July 2020. The item is still not received. I have mailed your support yesterday. Please do the needful in this regard.,,
"@SamsungIndia @Samsung @dheerajkr1 
Samsung Smart Microwave magnetron is making loud noise also earth leakages has started.",,
@SamsungIndia i have split AC and I done complain 10 days ago and your response is very bad and my complain not done and your service is very very bad and I not purchase another samsung AC your service is very bad your response is very bad,,
"@SamsungIndia Regarding my service request 4306098391cancelled due to rescheduling is a pure lie. I never asked for rescheduling in fact I was following for speedy resolution, please help urgently",,
"@SamsungIndia Problem persist after fresh update of Samsung galaxy M21. Fingerprint reader is still slow and 90% accurate. Network reception is improved but not at its optimum. Touch sensitivity needs to be improved, observed minor mis-taps. Lacks Single ",,
@SamsungIndia why does every note series phone have to have a problem within a 15-16 months of usage?,,
"Suddenly my fingerprint is not working , unable to open whatsapp also due to fingerprint sensor @SamsungIndia https://t.co/Lb1bzpQYIx",,
Worst Experience in lifetime with @SamsungIndia!! Having Galaxy S8 which just after a year started making problems which led to replace the motherboard which cost almost half the phone. Now again same error occured with new one with display issues. What to do. TRUST ISSUES!!,,
Dear @SamsungIndia @SamsungTV u cancld my 1st request 4306625364 &amp; mentioned the reason as I had requested for rescheduling the appointment which is incorrect as your engineer inspected the tv on 26-06-20 &amp; prepared report &amp; took my sign on it Shared details to @RelianceDigital,,
"@SamsungIndia  I don't know how worst ur product can be, bought SMA70 mobile Year ago. Got update in march for android 10..I updated and mobile started malfunctioning display gone.. got corrected in service center 2 months ago with all new parts. Now agai",,
"@SamsungIndia,@jagograhakjago
Exploitation during Pandemic . I purchased a tab fon 8th June from Samsung Cafe Royapettah Chennai  which was defective and returned on 9th june and from then driven from pillar to post and denied replacement. Shocking exploi",,
"@SamsungMobile @SamsungIndia 
I recently brought a galaxy m31 and I started facing some issues in it like unnecessary heating , lagging etc. I talked to the customer care executive but they said they can't do in this matter.
It's my humble request to see ",,
"@SamsungIndia Hi sir/madam,I need to relocate my samsung Ac to new home.can you help me with your service",,
@SamsungMobile @SamsungIndia M31mobile performance is not good . Many time touch automatically perform and voice up down key also auto perform.,,
"@SamsungMobile front camera weak, mono speaker, cheating with Charger what not. @SamsungIndia is cheating middle level models. I have recently took M31 and it has all above problems. At this pandemic, they want us to go to Customer Centres.",,
"Dear samsung your delivery boy doesn't contact me and send me this massage : Your Samsung order 11051213262 with Galaxy M31 (8GB RAM)   could not be delivered due to your unavailability at the location.
@SamsungIndia",,
@SamsungIndia https://t.co/tYLXNtUnA8,,
"From yesterday Night the @SamsungIndia A50 is getting hang and Restart again and Again so ,i came to service center and , I saw the same was happening in Majority of phones.and the problem is from company itself and now they will Charge us for the Repairment.
Hi @SamsungIndia @SamsungMobile ",,
We had purchased an M30s last year. It has been in absolute mess since the last few weeks. We gave it to the service center on last friday. ,,
"We are now being told that they do not have spare parts for the device. (1/n)""",,
"The Family Board on the new Samsung SpaceMax Family Hub™ is a virtual board where the whole family can share special moments, photos, stickers, hand drawn pictures and hand written notes. It keeps you updated on all the fun by syncing effortlessly with your smartphone. https://t.co/LCtQGS5tqu",,
"Hi @SamsungIndia 
I got a new #galaxya21s 4 gb ram and 64 gb rom from my in laws 1 week ago. 
I updated my phone but after the update my phone's setting is not working and it's hanging. There is some internal fault in the set. Please help me out as it is a gift. @Samsungmobiles",,
@SamsungIndia @Samsung water is leaking from a Fridge i bought recently. Pls help fix it,,
@SamsungIndia  My new M31 is resetting multiple times in a day.I am not a gamer and I use very minimum apps.,,
@Samsung @SamsungIndia worst experience ever. Bought a Samsung smart tv 65' RU7100 from @cromaretail on 10/06/2020 in warranty but the display went off within a month complained but there is no replacement or no refund. The tv came without the box. Sellin,,
Kindly help me on this.@SamsungMobile @SamsungIndia,,
@Samsung @SamsungIndia amazed to see a confirmed order fade away from your online Samsung Shop. And your customer service doesn't have a clue about that too. I wonder how do you claim to be the best electronics brand !!! https://t.co/KMAvXWjzBZ,,
@SamsungIndia love you sumsung 💓,,
"@SamsungIndia Pls see the reference no. 3100825770. There is an issue in my Samsung M30S mobile.. Motherboard processing issue.. Pls replace my mobile, retrieve my data etc.,",,
