,Review,Polarity
220,received yesterday anyone get get install pincode today samsung person denying insall worst service samsung amazon,Negative
221,tv much better chinese vendors therepicture quality far better mi realme oneplusbut installation quite delayed samsung india,Positive
222,good picture quality sound high sound heard,Positive
223,good product budget price picture quality awesome even sound good go wish buy budget smart tv,Positive
224,picture really goodsound melodiousvalue money yes,Positive
225,good product per price range picture quality nice steady processor pretty good sound quality nice overall good product price range,Positive
226,product good terms picture quality well sound would like say thanks amazon given nice product great deal,Positive
227,overall fantastic everything excellent,Positive
228,bad support customer care side problem full screen view connecting mobile still problem not shutout cc team service station,Negative
229,good good price people told get price led best ever seen suggest others buy writing review two months full usage,Positive
230,average picture quality quite bad sound output connect bluetooth speakers cheap build qualitystill believe samsung product,Neutral
231,really like tv working good,Positive
232,mm audio jack system not available not able connect home theatre please product amazon saying product not returned,Negative
233,clean tv box poor delivery service dirty box not aware tv come install known recent tv,Negative
234,got confused buying tv doubt get clear started using sound nice,Neutral
235,received broken item given request return,Negative
236,things gud tv anyone tell use wireless headphones tv tv bluetooth unable use,Negative
237,good tv expect much resolution p offer full satisfaction not satisfied picture sound voice recognition good,Positive
238,k bank discount ok ok type not good not bad considering boycott china product alternate product go samsung,Positive
239,best product value tv comparison tv company good product thankyou samsung amazon best delivery time gud product best packaging,Positive
240,nothing dislike except smart voice believed work like alexa,Positive
241,worst tv ever come across every hr tv went black screen sec complaint raised engineer checked till response amazon please exchange tv,Negative
242,excellent,Positive
243,picture quality upto mark remote access work good speed net connectivity also good totally good product good affordable price thank samsung,Positive
244,simply waste dont trust reviews better samsung products showroom worthless,Negative
245,packing made china,Neutral
246,bad pickture qualit star seal peasting item shows star add,Negative
247,wall mount not providede product felt bad,Negative
248,application not found samsung store voice comand not working properly,Neutral
249,bought samsung tv last month within days got spoiled poor quality dont buy amazonalso not getting replies samsung,Negative
250,not good expected samsung however least giving giving accessories coming tv,Negative
251,excellent product fits room worth buy,Positive
252,use projector using mobile laptop may used music player sound quality voice recognition may improve picture quality average,Neutral
253,awesome sound clarity display clarity price love samsung,Positive
254,received tv days still not installed service center not responding samsung service center worst,Negative
255,poor customer service delay installation,Negative
256,bought tv one month ago sofar nice picture quality sound quality good installation service also prompt nice,Positive
257,one best picture quality new version,Positive
258,good product good picture quality beeter voice speaker voice recognition perfect could good product,Positive
259,think ut super deal required features available easy simple navigation,Positive
260,amazing led k got less k superb picture quality latest model provided amazon thanks samsung amozon,Positive
261,dont bye productssound display problem,Neutral
262,picture quality great price,Positive
263,dear sir good quilty,Positive
264,good tv,Positive
265,always love samsung nice picture quality sound quality also good enough connectivity awsm,Positive
266,picture quality good installation device also good,Positive
267,best tv samsung go without problem best performance competitive price range excellent discovery,Positive
268,get service samsung know whenever get service samsung service person review given amazon,Neutral
269,samsung service slow days installation yet calles sasung service center times onle send reminder mail,Negative
270,u need constant internet connection use voice recognition picture sound quality good overall good product buy,Positive
271,value money,Neutral
272,one best smart tvs picture quality great also tunes app music superb excellent,Positive
273,opened packet install television screen broken,Negative
274,tv good tv delivered july n installed next days samsung picture quality good sound not low average samsung good,Positive
275,like nice tv good picture quality,Positive
276,tv truly wondertainment voice recognition really good inbuilt features various apps awsome even apple tv,Positive
277,tv good picture quality good sound quality dolby good installation,Positive
278,liked features provided product really awesome expected best among low cost best quality,Positive
279,features expecting like wifi bluetooth web brouser screen mirroring usb utube zee think best product reasonable price,Positive
280,good product price,Positive
281,product deliveredinstallation done,Neutral
282,sounds averageos good aslo operating fast picture quality good,Positive
283,tv board blew days samsung replacement days guess theh know product functions,Neutral
284,oprating system bad not connect wifi automatically,Negative
285,option download sun nxt app really bad,Negative
286,amazing product mi tv well way better chinese one features upto mark competitive price,Positive
287,led tv seems really good great picture quality sound also good,Positive
288,nice picture quality easily change channel hd compatible highly satisfied voice pictures quality,Positive
289,overall good non chinese buy sound quality greatpicture quality also verydetailed,Positive
290,good product quality good,Positive
291,good picture quality voice quality superb thank u amazon always wanted buy type smart tv features,Positive
292,good product price got great deal smart tv built quality overall quality really superb,Positive
293,excellent price got around not worth mrp plus k,Positive
294,everything good picture blinks often,Positive
295,nice tv would good provide hdmi cable along tv,Positive
296,good produuct sound clarity awesome picture clarity sharp value money,Positive
297,product amazingover say nyc product,Neutral
298,super happy samsung led tv features picture quality voice super experience thank samsung thank amazon,Positive
299,brand brand one replace samsung sound picture functions music system connectivity awsome latest technology,Positive
300,picture quality sound quality fab best buy range,Positive
301,good good budget,Positive
302,delivery support bad amazon please take note help service e instalation,Negative
303,despite reminders samsung not sending anyone installationcan amazon anything,Neutral
304,everything perfect go without doubt,Positive
305,nice tv smartness guys please buy bcs next samsung,Positive
306,pathetic tv picture tube started flickering week apps not working properly operating system sucks slow,Negative
307,price worthy product delivered favorite shopping site good quality pictures games much,Positive
308,waste product tv buy days tv motherboard damaged samsung service agent engineer waste,Negative
309,installation process slow not respond good,Neutral
310,overall got nice experience,Positive
311,picture quality smart features voice recognition good recommend buy tv,Positive
312,much functional v,Positive
313,overall tv good k sound not good,Neutral
314,highly promising smart v video quality owesome,Positive
315,absolute stunner price range everyone go unlike cheap mobile company tvs price range,Positive
316,tv not working properly days work good tv handed like mobile phone use pan drive pc system,Positive
317,,Neutral
318,not worth,Negative
319,good productbut not opinion fix wall mount,Positive
320,tv stopped working days installation bad experience samsung not expected,Negative
321,dislike voice command,Neutral
322,piece defective already lodged earlier replacement tv looses sound,Positive
323,decent television cost,Neutral
324,best tv range working perfectly fine,Positive
325,voice search bixby not workinggoogle assistant not installedplay store not working,Neutral
326,smooth workingperfect choicegood sound qualitynice picture quality,Positive
327,not android tv please think twice buying install external apps usb,Neutral
328,samsung led tv nice onesound quality superpicture quality superbutget tvcompatible home,Positive
329,tv remote not working waste product,Negative
330,smart freture good report stylish good feature picture sound quality bad,Positive
331,product worthy watch favourite shows super clarity sound quality love,Positive
332,installation team not assigned call center not giving definate reply installation,Neutral
333,picture quality okk sound nice,Positive
334,tv features good voice recognition taking time little bit disappointed,Neutral
335,true value product,Positive
336,smart tv features good along smart remote using tv dth well internet functions,Positive
337,not super compare ua te,Negative
338,best tv,Positive
339,not clear,Neutral
340,nice tv amazing picture quality also working efficiently thanks amazon good product,Positive
341,best smart features,Positive
342,best tv considered rather android tv features less android tv,Positive
343,nice product good picture quality awesome sound,Positive
344,great tv great buy,Positive
345,smart features,Positive
346,worth money inbuilt alexa useful,Positive
347,good,Positive
348,superb value money product,Positive
349,smart tv awesome,Positive
350,good picture quality clarity good product,Positive
351,love product affordable worth money spent picture quality good,Positive
352,seller disclose star power saving sticker picture quality average,Negative
353,perfect tv range better mi,Positive
354,used week ui smooth faster android voice remote awesome best segment,Positive
355,received tv today dead pixel line replacement promised keeping fingers crossed,Negative
356,good product picture soundquality good andclear,Positive
357,damaged piece sold us voice muted frequently time remote not working,Neutral
358,good experience tv sound quality improved,Positive
359,super tv,Positive
360,product good sound excellent quality good overall quality good,Positive
361,good tv,Positive
362,picture quality good audio system improved sound quality not expected samsung,Positive
363,good product smart feature works better android tv,Positive
364,good picture quality cheap price delivery fast thank amazon,Positive
365,liked product much much useful many ways picture clarity good,Positive
366,overall good tv bluetooth connect speakers sometimes os lags,Positive
367,good product price,Positive
368,automatically going mute mode not able unmute unless main swich getting,Neutral
369,awesome,Positive
370,pathetic tv picture quality blurr purchase purchase sony bravia instead,Negative
371,best tv ever made history price point way better mi oneplus realme,Positive
372,worthy product love quality sound picture clarity amazing superb product,Positive
373,not good not buy please go mi android tv better,Neutral
374,tv good even days technician came install tv bad support,Neutral
375,sound coming sec back tv playing music,Neutral
376,pic quality gdsound quality gooddelivery installation also good,Positive
377,per price product meets expectations,Neutral
378,cheating methis not smart remotebasic remote mic alexia voice search,Negative
379,bought product everything better,Positive
380,pathetic tv want refund harassed multiple call transfer,Negative
381,loved producthave say quality sound picture quite good k,Positive
382,opinion picture quality goodsound quality good,Positive
383,product good disappointed amazon delivery got damaged tv amazon,Neutral
384,good picture quality sound good overall best deal price range,Positive
385,tv good features amazing till unable connect alexa,Positive
386,fast delivery next day installation impressed amazon delivery process,Positive
387,would better android picture sound quality decent,Positive
388,provided incorrect sized screws tv resulted crack tv,Neutral
389,gud picture quality good smart features,Positive
390,good experience watching tv playing games listening music etc,Positive
391,nice,Positive
392,worth buy picture sound quality good,Positive
393,super tv sound quality good every thing good price segment,Positive
394,bad experience voice recognition feature not work good google assistant,Neutral
395,amazon always provide best best items,Positive
396,previous sony lcd bravia lot better picture quality samsung model,Neutral
397,far feeling good product let see performance future,Positive
398,price bit high compared brands,Neutral
399,best product,Positive
400,nice good looking picture quality nice good sound,Positive
401,great,Positive
402,sound quality smart features meet expectations,Positive
403,feeling lucky buy product nice offer,Positive
404,excellent product,Positive
405,awsome product cons identified yet,Neutral
406,nice product overall recommended purchase every one,Positive
407,wonderful great picture quality excellent smart features,Positive
408,amazing picture quality k,Positive
409,product good expected,Positive
410,superb less price futures,Positive
411,not tv cinema hall incredible awesome thank u amazon,Positive
412,superb,Positive
413,quality amazed,Neutral
414,display not working audio working display gone bad,Negative
415,samsung inc good quality less rs good performance,Positive
416,picture quality grt saound also good using tv bedroom,Positive
417,good product thank samsung,Positive
418,not good product led samsung sending manufacture item amazon,Negative
419,bluetooth voice recognition made mistake going brand name,Neutral
420,product good fro price,Positive
421,product good person come installation not good,Neutral
422,nice product easy handle easy support opinion good product,Positive
423,amazing loved features,Positive
424,value money,Neutral
425,gud product price range,Neutral
426,best class meet expectations,Positive
427,nice picture quality,Positive
428,hotstar not installed hotstar button remote,Neutral
429,doubt good quality,Positive
430,picture quality good,Positive
431,wonderful tv,Positive
432,good product,Positive
433,product good though sound quality not upto mark,Positive
434,great picture quality sound smart features,Positive
435,absolutely fantastic product price range go guys,Positive
436,nice tv sound quality great,Positive
437,good product,Positive
438,service person install not responding even one week,Neutral
439,liked tv tizen os good like one ui,Positive
440,good product best price,Positive
441,sound quality could better,Positive
442,good product,Positive
443,nice product featurewise price range,Positive
444,device okay picture quality not mark,Positive
445,best category using samsung latest phone tv buying favorite features cast anywhere directly tv youtube livecast feature needs configured first takes hours get verified youtube saying bluetooth not enabled tv find say not sony bluetooth headphones ch n complicated headphone nfc dont get easily connected mobiles without nfc smart things app choose audio output bluetooth headphone watch seamlessly one universal remote use alexa bixby make dth remote features copied directly remote even control audio devices connected tv sleek quality product got sbi card discount features free installation wall mount best tv best price,Positive
446,nice product excellent price,Positive
447,not available bluetooth tv overall tv best,Positive
448,super rrrb thks samsung low cost high quality,Neutral
449,picture quality good sound quality excellent,Positive
450,not mark plz take back not original product,Neutral
451,love love love,Positive
452,type goodexcellent experience,Neutral
453,nice value money,Positive
454,awesome best features sound quality awesome,Positive
455,sorry returning great service,Neutral
456,excellent picture quality smart features nice,Positive
457,thanks samsung giving low price higher values,Neutral
458,got delivered today tv wall mount not tv box,Neutral
459,prices high good aervice,Positive
460,good sound quality not good,Positive
461,good product best features k smart tv,Positive
462,awesome picture quality song thank amazon,Positive
463,good product price,Positive
464,not worth buying tv,Negative
465,good,Positive
466,good smart tv awesome quality superb sound,Positive
467,product nice pdf files open browser,Positive
468,sound quality good,Positive
469,good picture quality better color gamut great sound,Positive
470,not checking features picture voice,Neutral
471,sound little bittle low,Neutral
472,good,Positive
473,share screen not connected lop top purchase,Positive
474,nice price range,Positive
475,says,Neutral
476,nice product installation quick issues,Positive
477,frequently television,Neutral
478,fantastic feelawesome,Positive
479,smart features picture quality good,Positive
480,value money,Neutral
481,good product samsung company,Positive
482,must buy best tv reasonable price,Positive
483,lines screen defective product,Neutral
484,nice smart tv price range go,Positive
485,like picture qualityana sound quality,Positive
486,tv best delivery late ok,Positive
487,jio tv smart mirroring not happening,Positive
488,clear picture quality sound,Positive
489,worth every penny,Positive
490,good product,Positive
491,white smudges screen,Neutral
492,good entry level smart tv,Positive
493,good product samsung low budget,Positive
494,good,Positive
495,really amazing good value money,Positive
496,realy lvly picture quality nd sound also,Positive
497,nice budget smart tv trusted brand,Positive
498,product excellent pictures quality,Positive
499,looking bigger tv,Neutral
500,google voice assistance absent,Neutral
501,good product nice picture quality,Positive
502,lower k tv ok,Positive
503,excellent quality,Positive
504,good tv lookwise nice value money satisfy,Positive
505,best television best price,Positive
506,picture quality sound quality superb,Positive
507,excellent value money,Positive
508,good product simply go,Positive
509,best sound experience evernyc products,Positive
510,best picture quality,Positive
511,installation tecnician number keya hain,Neutral
512,excellent performance,Positive
513,language not change properly,Neutral
514,good smart tv samsung product,Positive
515,information installation received,Neutral
516,perfect one,Positive
517,nice product nice price,Positive
518,product good not bad,Positive
519,nice product less price,Positive
520,amazing tv worth buying,Positive
521,best features reasonable price,Positive
522,product valu money,Neutral
523,nice tv reasonable price,Positive
524,superb sound quality go,Positive
525,good product samsun nice one brand,Positive
526,good one samsung ever,Positive
527,best smart tv,Positive
528,best rounder,Positive
529,nice,Positive
530,excellent,Positive
531,worth,Positive
532,overall good,Positive
533,satisfaction fast delivery,Positive
534,sound quality awesome,Positive
535,good,Positive
536,good video best audio nice functions,Positive
537,like product,Neutral
538,best quality picture features,Positive
539,best product,Positive
540,ok,Positive
541,good,Positive
542,good,Positive
543,good quality best price,Positive
544,really good product,Positive
545,nice one,Positive
546,worth,Positive
547,invoice bill not tv box,Neutral
548,good manner,Positive
549,best smart tv,Positive
550,value money,Neutral
551,great product thank amazon,Positive
552,like conectvity,Neutral
553,best smart tv,Positive
554,value money,Neutral
555,like television,Neutral
556,value money,Neutral
557,good one,Positive
558,good one,Positive
559,good product,Positive
560,price super led,Positive
561,excellence performance,Neutral
562,value money,Neutral
563,nice tv,Positive
564,picture quality best,Positive
565,not star automatically,Neutral
566,good budget tv,Positive
567,nice one price,Positive
568,like tv much,Positive
569,smart future smart tv,Neutral
570,superb value money,Positive
571,best tv range,Positive
572,value money,Neutral
573,awesome product,Positive
574,one came installation,Neutral
575,overall good product,Positive
576,satisfied upto mark,Positive
577,great picture quality,Positive
578,best tv range,Positive
579,instillations not,Neutral
580,reviews,Neutral
581,good low price tv samsung installed day samsung guy picture quality good hd ready sound quality average,Positive
582,product design good picture quality full hd bad mp not supporting,Neutral
583,poor picture quality waste money totally disappointment product would like replace product bad experience,Negative
584,good picture clarity life style watch led tv sound w average sound home theatre system help better great sound fast service amazon samsung,Positive
585,picture quality not good company say tv full hd quality like hd ready not full hd picture also not smart mentioned amazon not setisfy product,Neutral
586,months using tv stopped working got problem mother board brand telling need replace mother board picture quality bad need improvements sound quality provide delayed service samsung service team recommend dont buy product,Negative
587,expect quality product reasonable price amazon made day providing exactly looking super fast delivery good response installation persons nowadays really stand bothered not using persons looking quality hd view go brought parents looking quality dish views offcouse pendrive options access ports easy since kept side ways thanks guys understanding requirements making us feel made right choice thanks amazon thanks samsung,Positive
588,tv display big let led dimly lit colors inaccurate differentiate grey black offwhite products perform price range product definitely not satisfy quality would expect tv,Neutral
589,bought amazon great indian festival k k cashback also means k picture quality superb design eligant sound quality felt not par contemprories like lg improved still good got amazon fire stick k cashback applied nd cost rs basically got full jd tv inch k nd changed smart tv k value f r money,Positive
590,kindly planning purchase tv follow points always check ratio length height lie around ratio not get blind seeing larger inch cheap price sony bravia always better choice,Positive
591,watt sound output way expectations upgrade output boat avante soundbar picture quality also duller side pass majority users,Positive
592,like,Neutral
593,wanted replace better features tv features provided ad better spend buy better tv,Positive
594,first time writing review product purchased picture quality bad exchanged years old toshiba inch lcd tv regret tv far better samsung hdtv speakers also not expected wanted return product refused suffer next year least,Neutral
595,told wall mount bracket included received product wall mount bracket not,Neutral
596,nice product picture quality better value money,Positive
597,bought television set automatically rebooting restarting long hours viewing recently rebooting min min falls back start screen guess something wrong gone wrong piece bought return window closed get repaired replaced cost careful buy high value electronic goods online,Negative
598,product got faulty within one month date purchase unsatisfactory product disappointed locked complaints samsung last one month uneducated engineer comes service within alternate days still not get issue related product,Negative
599,excellent buy price point k without deal festive discount cannot ask delivery scheduled samsung engineer called evening scheduled installation demo great experience overall,Positive
600,sound not clear noise,Neutral
601,got tv time samsung contacted day installation next day service engineer came installed tv wall installation charges zero picture quality superb hd category competence sound quality not average ok price,Positive
602,days use slowly appeared lot scarches display samsung support guy said not covered warranty said display service cost purchased tv,Negative
603,picture sound quality average size samsung costly models budget good cost effective product,Positive
604,amazing tv price samsung hdmi ports solving problem dth fire stick ps plugged time great time delivery amazon installation samsung within hrs delivery great experience across,Positive
605,poor picture quality amazon support team also not supporting replacement return per return policy within days terms making customer fool last transaction amazon,Negative
606,model,Neutral
607,good service provided samsung installation done within hours delivery tv also cool considering price point,Positive
608,good quality easy installation samsung engineer delivered visa something like named wall mount next day features usual,Positive
609,good led tv overall excellent picture sound quality watts extra power sound picture quality p video p video display quality colors also good everything shown exact detail sound quality also good crystal clear highlight samsung display really liked led tv,Positive
610,picture quality poor sound quality comparable mobile speaker may consider item value money becoz got product rs u lover hd movies shows never go strongly recommend sony personal experience,Neutral
611,brought th october days back tv turn automatically,Neutral
612,picture quality not good rgb setting quite odd would suggest go better one,Neutral
613,looking basic led extra features not concerned picture quality one average one,Neutral
614,bought prime day sale got really good discount delivery installation process smooth commendable great deal,Positive
615,ok,Positive
616,received tv far good hooked ps gaming quality fine tv felt little bit small tv yeah know big feels like otherwise awesome,Positive
617,suddenly sound not working watching tv switch also not working not finding proper technical support also,Neutral
618,preferring go offline thought give try amazon first order tv online guess received order per expectations set website even though unable use internet youtube etc product decent good value money,Neutral
619,time delivery free quick good installation service samsung customer support great support amazon support team arranging quick installation worth money picture quality good hd channels overall satisfied product use hd set box better picture quality,Positive
620,good experience delivery installation got product good price additional discount bank offers bought parents needed basic tv picture sound quality great happy complaints,Positive
621,per committed hrs tv not getting install sasmung service center tell service engineer reach also one reach install even hrs committed not happening even service engineer also cutting phone also not respond anything,Negative
622,tv stand not came,Neutral
623,mi tv way better not smart tvpicture quality not good buy mi tv,Neutral
624,pic quality pls improve mi going ahead,Neutral
625,value money nothing extravagant picture quality decent even non hd connection sound,Positive
626,worst product not even think buy horrible mistake made buy product amazon sound unimaginable poor amazon fooling customers also body amazon help,Negative
627,not worth paid amount leg tv,Negative
628,picture quality good sound good overall good product,Positive
629,value money zero amazon company satisfying costumer request want return product r telling amazon policy like satiied product return na refuse everything nither replacement return,Positive
630,clarity less compared sony bravia sound also not upto mark comparision good product,Positive
631,led really vry good gave review use around one year quality also good problem must buy,Positive
632,good product nice picture quality sound quality easy install not face type problen installation usb port hdmi port av port analog cable port audio output mm jack,Positive
633,booked smart tv received basic model series model updated features not available,Neutral
634,picture quality good sony something wrong picture contrast many times try set good contrast change bit,Positive
635,long installation time response samsung,Neutral
636,already told amazon customer care room mate order mistake kindly exchange product smart tv quality poor tv also,Neutral
637,tv working well far complaints samsung techs came set happy,Positive
638,within year seeing black spots tv would say quality bad let see amazon say,Negative
639,samsung product rationality priced good picture sound,Positive
640,awesome hd quality samsung leader screens manufacturing nd amazon delivery price service everything awesome thnks amazon,Positive
641,think spoil name samsung expect good picture quality not satisfied even hd mode also samsung pls send type low quality product market,Neutral
642,awesome usual samsung class got rs bold deal,Positive
643,samsung product let great quality appreciable installation time taken samsung,Positive
644,picture quality not good sound poor compromise wants big tv go popular video formats tv support mp supports,Neutral
645,picture flickering day fifth delivery,Neutral
646,get watch distance right augment sound external speakers good value money,Positive
647,not stesfyi,Neutral
648,good picture quality sound ok definitely good choice,Positive
649,second hand tv,Neutral
650,samsung installation support pathetic,Negative
651,good product really costed cheap got extended warranty thank product,Positive
652,picture quality sound quality good would recommend product sure others far good product features improved additional features,Positive
653,pixel resolution low not supporting pixel,Neutral
654,great tv follow installation prompt,Positive
655,need hd box hd channel packs also hdmi cabel make picture quality good,Positive
656,tv wall mount received wall mount inside box,Neutral
657,product bad purchasing tv feb currently not working tv help amazon side pls solved problem,Negative
658,excellent product picture quality contrast ratio really good real colours sound also really good,Positive
659,sound quality not good amazing tv price point,Positive
660,great price excellent performance delivered intact installed within stipulated time,Positive
661,nice,Positive
662,samsung name reason,Neutral
663,good tv buy price picture quality good not great sound quality normal expectations one buy one getting value money service samsung excellent,Positive
664,nice value money samsung always ultimate v fixing problem purchas corner stand samsung person not fixing really upset plz amazon request fix stand,Positive
665,wall mount not received package,Neutral
666,tv picture clarify wise awesome thing sound low put additional speakers,Positive
667,picture quality depends upon cable connection small draw back sound tv sound low,Neutral
668,better sound quality expected,Positive
669,excellent product samsung quality also good loved,Positive
670,needs improvement sound system enhance along sound tv service provider,Positive
671,product good,Positive
672,excellent product always main difference old version sound system improvement extraordinary even volume enough hall,Positive
673,great product timely delivery,Positive
674,picture quality poor worst product samsung tried return amazon not accepting worst service amazon,Negative
675,power cable audio video jake cord not available box,Negative
676,worst pic n sound even support well,Negative
677,choose want basic model,Neutral
678,sound little bit lowin price find android tv smart tv ok,Positive
679,light weight cheap plastic,Positive
680,product good price range sound picture quality good,Positive
681,cheap best samsung purchased,Positive
682,product good good sound quality good picture quality good value money like product,Positive
683,poor quality plz buy product,Negative
684,marketed smart tv not stand arrive want tv get connect mobile phone either pretty ancient,Positive
685,not working properly usb insert remote not working also tv,Neutral
686,value money,Neutral
687,good durable product,Positive
688,frills tv best value money,Positive
689,product delivery installation done fast picture sound quality really gud right left handle missing packet,Neutral
690,best picture quality best brand fully satisfied tv amazon customer service,Positive
691,picture quality best suggest not going smart tv already got fire stick color like far best seen brands,Positive
692,brand quality,Neutral
693,damaged product sold worst experience replacement available,Negative
694,overall product good sound clarity not upto mark brand name samsung delivery installation superb,Positive
695,good,Positive
696,recd good condition working good,Positive
697,nice product good picture qualitysound quality good everyone like product top brand really top brand thanks lot amazon samsung,Positive
698,good product gone amazon picture quality not upto mark although good product go,Positive
699,good tv samsung,Positive
700,excellent purchase great value buying many thanks amazon excellent deal,Positive
701,awesome connectivity bluetooth would best tv,Positive
702,display damagedreturn,Neutral
703,normal led tv not smart tv value buy amazon,Neutral
704,best sound perfect bass good picture quality,Positive
705,good product awesome picture quality sound,Positive
706,tv really good reasonable price made affordable good features picture quality sound quality good,Positive
707,bought tv im quite impressed specs considering budget range though not allrounder still still satisfied,Positive
708,like,Neutral
709,picture clear,Neutral
710,picture clarity notgood sound also clour also bad,Negative
711,picture quality not mark brightness display low not preferred buy product behalf brand name,Neutral
712,liked,Positive
713,nothing,Neutral
714,basic led tv,Neutral
715,purchased really good,Positive
716,tv arrived us lately expected delivery schedule mall mounting lately done overall price picture quality sound quality good,Neutral
717,pathetic product shipped rd day blue line screen,Negative
718,sound low even highest level,Positive
719,v nice samsung guys came install tv charged rs said complain company anything think amazon cares,Positive
720,product quality definitely good delivery service installation service excellent thanks amazon team good service,Positive
721,basic tv picture quality sound quality good bought k credit card offer good deal,Positive
722,except sound quality everything perfect,Positive
723,sir yet product installation not done please go,Neutral
724,bad service company sidedisappointed,Negative
725,good,Positive
726,excellent picture sound quality expected,Positive
727,bad customer service bought tv great indian festival support technical support,Neutral
728,not received wall mounting clamp tv please provide get installation person also not attended call samsung,Neutral
729,great product even installation quicklove amazon,Positive
730,good,Positive
731,value money,Neutral
732,tv delivered minus remote poor show whoever supposed check contents prior dispatch,Negative
733,good product expensive,Neutral
734,tv good bottom stick not fitted table,Positive
735,worth buying picture quality sound quality good good choice within k,Positive
736,ok,Positive
737,nice value money,Positive
738,good product per price quick delivery installation,Positive
739,everything going superb,Positive
740,sound quality poor everything else worth,Neutral
741,like product,Neutral
742,star tv rating power consumption installation not good one side clue attached wall mount,Negative
743,good product gift also hv gifted sister enjoying,Positive
744,excellent tv,Positive
745,samasung service badthey not installing led worst service samsung,Negative
746,not come installation,Neutral
747,picture quality good sound quality low,Positive
748,one came samsung installation,Neutral
749,satisfied,Positive
750,value money,Neutral
751,low price,Neutral
752,good,Positive
753,pathetic picture quality replace refund item deliberately not supported well,Negative
754,average tv get sufficient value money,Negative
755,product doesnot meet expectation wrost quality picture sound,Positive
756,picture not clear sound not would available allahabad price,Positive
757,good product price rangevery satisfied,Positive
758,good picture sound quality affordable price,Positive
759,nice,Positive
760,good,Positive
761,great product samsung real value money deal reliable sale service samsung totally satisfied,Positive
762,good,Positive
763,product good volume reaches peak automatically switched first time,Positive
764,got massage led tv sumsang smart delivered get updates thisi worry,Positive
765,delay installations due drilling machine dimapur stupid,Negative
766,picture quality poor looks like watching day light even adjusting brightness picture looks faded night ok,Neutral
767,not accepted samsung brand quality return policy bad want big size option given,Negative
768,excellent picture quality sound ok medium sized room,Positive
769,good product,Positive
770,enjoy cricket,Positive
771,best product,Positive
772,television performance good samsung provide good customer service thanking samsung team member,Positive
773,amazon best app shop product packing good way nice experience,Positive
774,nice,Positive
775,value money,Neutral
776,good tv ahould work sound quality,Positive
777,worth buying tv k really happy product free installation customer support totally awesome,Positive
778,good prompt sale installation,Positive
779,value money,Neutral
780,good,Positive
781,super,Positive
782,good price segment,Positive
783,liked,Positive
784,good,Positive
785,amazing value money luved product,Positive
786,sound problem scratchy voice coming tv picture quality okayish overall not good buy overall cheap making,Neutral
787,crack screen,Neutral
788,good,Positive
789,good,Positive
790,best,Positive
791,good,Positive
792,wall mounted braket not found,Neutral
793,nice product good quality,Positive
794,good fine use product quality good,Positive
795,good,Positive
796,invoice not received shown accessories shown wall mount attachment not received product,Neutral
797,delivered date overall nice experience seller wall mount not provided box,Positive
798,bed service installation work till date installation work not completetv arrive dtd,Neutral
799,excellent,Positive
800,wall mounting bracket provided tv set table top available,Positive
801,good,Positive
802,picture quality not impressive hdmi arc port,Negative
803,picture quality sound quality cab better total product satisfactory,Positive
804,good product,Positive
805,good,Positive
806,pathetic product services months purchase start giving problem picture,Negative
807,till date nobody visited samsung install tv,Neutral
808,response samsung installation making repeated calls bad response,Negative
809,good see got nice tv experience price range features nice well equipped,Positive
810,good picture quality,Positive
811,purchased april everything ok,Positive
812,picture quality not good,Negative
813,picture quality superb budget best product samsung,Positive
814,using past years issues,Negative
815,picture quality sound ok price sales service good,Positive
816,good costly others,Positive
817,cheapest price good brand,Positive
818,good packing everything good time delivery everything perfect,Positive
819,poooor quality,Neutral
820,best product k,Positive
821,like tv picture quality good sound quality little bit slow ok like tv,Positive
822,damaged product returned,Neutral
823,expect much,Positive
824,table stand tough fit purchase wall mountain stand side,Neutral
825,low sound quality,Positive
826,nice product good response amazon samsung team,Positive
827,picture quality good sound excellent price compared products,Positive
828,good,Positive
829,sound quality not good,Neutral
830,sound low,Positive
831,budget believe one best go without second thought,Positive
832,wifi blue tooth,Neutral
833,good product value money everyone buy,Positive
834,quality wise awesome look clear picture resolution proper,Positive
835,price range tv superb,Positive
836,nice,Positive
837,smart features samsung brand gud samsung led not gud not smart led,Neutral
838,prefer mi better one,Positive
839,nice one value money wall mouted stand not received,Positive
840,waste money,Negative
841,average tv build quality cheap,Neutral
842,far good,Positive
843,good picture quality affordable price,Positive
844,display problem initially rectified,Neutral
845,sound quality not good otherwise ok,Neutral
846,working absurdly fine received good condition,Positive
847,value money good one,Positive
848,gooood,Neutral
849,brought tv bigbillion day amazon sound quality low overall awesome,Positive
850,worth buying,Positive
851,amazing,Positive
852,picture quality overall quality product good sound quality also good,Positive
853,not great sound quality value money price samsung tv,Neutral
854,good product,Positive
855,lcd tv affordable price features looks good,Positive
856,nice,Positive
857,picture quality not good ok,Neutral
858,budget tv,Neutral
859,good,Positive
860,good picture quality nice sound quality,Positive
861,ok,Positive
862,good product highly recommended,Positive
863,amazing product picture quality could improved samsung,Positive
864,basic television meet expectation,Neutral
865,good product installed delivered time serviceman polite,Positive
866,nice television price,Positive
867,tv looks not good even not return product amazon people telling,Negative
868,picture colour not good,Negative
869,tv value money spend picture quality good,Positive
870,nice tv good money value,Positive
871,okay item money,Positive
872,like product,Neutral
873,screws wall mount not included,Neutral
874,good,Positive
875,picture clear displaynot satisfy product,Neutral
