,Review,Polarity
630,led really vry good gave review use around one year quality also good problem must buy,Positive
631,good product nice picture quality sound quality easy install not face type problen installation usb port hdmi port av port analog cable port audio output mm jack,Positive
632,booked smart tv received basic model series model updated features not available,Neutral
633,picture quality isnt good sony something wrong picture contrast many times try set good contrast doesnt change bit,Positive
634,long installation time response samsung,Neutral
635,already told amazon customer care room mate order mistake kindly exchange product smart tv quality poor tv also,Neutral
636,tv working well far complaints samsung techs came set happy,Positive
637,within year seeing black spots tv would say quality bad let see amazon say,Negative
638,samsung product rationality priced good picture sound,Positive
639,awesome hd quality leader screens manufacturing nd amazon delivery price service everything awesome thnks amazon,Positive
640,think spoil name expect good picture quality not satisfied even hd mode also pls send type low quality product market,Neutral
641,awesome usual class got rs bold deal,Positive
642,samsung product let great quality appreciable installation time taken samsung,Positive
643,picture quality not good sound poor compromise wants big tv go popular video formats tv doesnt support mp supports,Neutral
644,picture flickering day fifth delivery,Neutral
645,get watch distance right augment sound external speakers good value money,Positive
646,not stesfyi,Neutral
647,good picture quality sound ok definitely good choice,Positive
648,second hand tv,Neutral
649,installation support pathetic,Negative
650,good product really costed cheap got extended warranty thank product,Positive
651,picture quality sound quality good would recommend product sure others far good product features improved additional features,Positive
652,pixel resolution low not supporting pixel,Neutral
653,great tv follow installation prompt,Positive
654,need hd box hd channel packs also hdmi cabel make picture quality good,Positive
655,tv wall mount received wall mount inside box,Neutral
656,product bad purchasing tv feb currently not working tv help amazon side pls solved problem,Negative
657,excellent product picture quality contrast ratio really good real colours sound also really good,Positive
658,sound quality not good amazing tv price point,Positive
659,great price excellent performance delivered intact installed within stipulated time,Positive
660,nice,Positive
661,samsung name reason,Neutral
662,good tv buy price picture quality good not great sound quality normal expectations one buy one getting value money service samsung excellent,Positive
663,nice value money samsung always ultimate v fixing problem purchas corner stand samsung person not fixing really upset plz amazon request fix stand,Positive
664,wall mount not received package,Neutral
665,tv picture clarify wise awesome thing sound low put additional speakers,Positive
666,picture quality depends upon cable connection small draw back sound tv sound low,Neutral
667,better sound quality expected,Positive
668,excellent product samsung quality also good loved,Positive
669,needs improvement sound system enhance along sound tv service provider,Positive
670,product good,Positive
671,excellent product always main difference old version sound system improvement extraordinary even volume enough hall,Positive
672,great product timely delivery,Positive
673,picture quality poor worst product samsung tried return amazon not accepting worst service amazon,Negative
674,power cable audio video jake cord not available box,Negative
675,worst pic n sound even support well,Negative
676,choose want basic model,Neutral
677,sound little bit lowin price find android tv smart tv ok,Positive
678,light weight cheap plastic,Positive
679,product good price range sound picture quality good,Positive
680,cheap best samsung purchased,Positive
681,product good good sound quality good picture quality good value money like product,Positive
682,poor quality plz buy product,Negative
683,marketed smart tv not stand didnt arrive want tv get doesnt connect mobile phone either pretty ancient,Positive
684,not working properly usb insert remote not working also tv,Neutral
685,value money,Neutral
686,good durable product,Positive
687,frills tv best value money,Positive
688,product delivery installation done fast picture sound quality really gud right left handle missing packet,Neutral
689,best picture quality best brand fully satisfied tv amazon customer service,Positive
690,picture quality best suggest not going smart tv already got fire stick color like far best seen brands,Positive
691,brand quality,Neutral
692,damaged product sold worst experience replacement available,Negative
693,overall product good sound clarity not upto mark brand name samsung delivery installation superb,Positive
694,good,Positive
695,recd good condition working good,Positive
696,nice product good picture qualitysound quality good everyone like product top brand really top brand thanks lot amazon samsung,Positive
697,good product gone amazon picture quality not upto mark although good product go,Positive
698,good tv samsung,Positive
699,excellent purchase great value buying many thanks amazon excellent deal,Positive
700,awesome connectivity bluetooth would best tv,Positive
701,display damagedreturn,Neutral
702,normal led tv not smart tv value buy amazon,Neutral
703,best sound perfect bass good picture quality,Positive
704,good product awesome picture quality sound,Positive
705,tv really good reasonable price made affordable good features picture quality sound quality good,Positive
706,bought tv im quite impressed specs considering budget range though not allrounder still still satisfied,Positive
707,like,Neutral
708,picture clear,Neutral
709,picture clarity notgood sound also clour also bad,Negative
710,picture quality not mark brightness display low not preferred buy product behalf brand name,Neutral
711,liked,Positive
712,nothing,Neutral
713,basic led tv,Neutral
714,purchased really good,Positive
715,tv arrived us lately expected delivery schedule mall mounting lately done overall price picture quality sound quality good,Neutral
716,pathetic product shipped rd day blue line screen,Negative
717,sound low even highest level,Positive
718,v nice samsung guys came install tv charged rs said complain company anything think amazon cares,Positive
719,product quality definitely good delivery service installation service excellent thanks amazon team good service,Positive
720,basic tv picture quality sound quality good bought k credit card offer good deal,Positive
721,except sound quality everything perfect,Positive
722,sir yet product installation not done please go,Neutral
723,bad service company side disappointed,Negative
724,good,Positive
725,excellent picture sound quality expected,Positive
726,bad customer service bought tv great indian festival support technical support,Neutral
727,not received wall mounting clamp tv please provide get installation person also not attended call,Neutral
728,great product even installation quicklove amazon,Positive
729,good,Positive
730,value money,Neutral
731,tv delivered minus remote poor show whoever supposed check contents prior dispatch,Negative
732,good product expensive,Neutral
733,tv good bottom stick not fitted table,Positive
734,worth buying picture quality sound quality good good choice within k,Positive
735,ok,Positive
736,nice value money,Positive
737,good product per price quick delivery installation,Positive
738,everything going superb,Positive
739,sound quality poor everything else worth,Neutral
740,like product,Neutral
741,star tv rating power consumption installation not good one side clue attached wall mount,Negative
742,good product gift also hv gifted sister enjoying,Positive
743,excellent tv,Positive
744,samasung service badthey not installing led worst service samsung,Negative
745,not come installation,Neutral
746,picture quality good sound quality low,Positive
747,one came samsung installation,Neutral
748,satisfied,Positive
749,value money,Neutral
750,low price,Neutral
751,good,Positive
752,pathetic picture quality replace refund item deliberately not supported well,Negative
753,average tv get sufficient value money,Negative
754,product doesnot meet expectation wrost quality picture sound,Positive
755,picture not clear sound not would available allahabad price,Positive
756,good product price rangevery satisfied,Positive
757,good picture sound quality affordable price,Positive
758,nice,Positive
759,good,Positive
760,great product samsung real value money deal reliable sale service samsung totally satisfied,Positive
761,good,Positive
762,product good volume reaches peak automatically switched first time,Positive
763,got massage led tv sumsang smart delivered get updates thisi worry,Positive
764,delay installations due drilling machine dimapur stupid,Negative
765,picture quality poor looks like watching day light even adjusting brightness picture looks faded night ok,Neutral
766,not accepted brand quality return policy bad want big size option given,Negative
767,excellent picture quality sound ok medium sized room,Positive
768,good product,Positive
769,enjoy cricket,Positive
770,best product,Positive
771,television performance good samsung provide good customer service thanking samsung team member,Positive
772,amazon best app shop product packing good way nice experience,Positive
773,nice,Positive
774,value money,Neutral
775,good tv ahould work sound quality,Positive
776,worth buying tv k really happy product free installation customer support totally awesome,Positive
777,good prompt sale installation,Positive
778,value money,Neutral
779,good,Positive
780,super,Positive
781,good price segment,Positive
782,liked,Positive
783,good,Positive
784,amazing value money luved product,Positive
785,sound problem scratchy voice coming tv picture quality okayish overall not good buy overall cheap making,Neutral
786,crack screen,Neutral
787,good,Positive
788,good,Positive
789,best,Positive
790,good,Positive
791,wall mounted braket not found,Neutral
792,nice product good quality,Positive
793,good fine use product quality good,Positive
794,good,Positive
795,invoice not received shown accessories shown wall mount attachment not received product,Neutral
796,delivered date overall nice experience seller wall mount not provided box,Positive
797,bed service installation work till date installation work not completetv arrive dtd,Neutral
798,excellent,Positive
799,wall mounting bracket provided tv set table top available,Positive
800,good,Positive
801,picture quality not impressive hdmi arc port,Negative
802,picture quality sound quality cab better total product satisfactory,Positive
803,good product,Positive
804,good,Positive
805,pathetic product services months purchase start giving problem picture,Negative
806,till date nobody visited install tv,Neutral
807,response samsung installation making repeated calls bad response,Negative
808,good see got nice tv experience price range features nice well equipped,Positive
809,good picture quality,Positive
810,purchased april everything ok,Positive
811,picture quality not good,Negative
812,picture quality superb budget best product,Positive
813,using past years issues,Negative
814,picture quality sound ok price sales service good,Positive
815,good costly others,Positive
816,cheapest price good brand,Positive
817,good packing everything good time delivery everything perfect,Positive
818,poooor quality,Neutral
819,best product k,Positive
820,like tv picture quality good sound quality little bit slow ok like tv,Positive
821,damaged product returned,Neutral
822,expect much,Positive
823,table stand tough fit purchase wall mountain stand side,Neutral
824,low sound quality,Positive
825,nice product good response amazon samsung team,Positive
826,picture quality good sound excellent price compared products,Positive
827,good,Positive
828,sound quality not good,Neutral
829,sound low,Positive
830,budget believe one best go without second thought,Positive
831,wifi blue tooth,Neutral
832,good product value money everyone buy,Positive
833,quality wise awesome look clear picture resolution proper,Positive
834,price range tv superb,Positive
835,nice,Positive
836,smart features samsung brand gud led not gud not smart led,Neutral
837,prefer mi better one,Positive
838,nice one value money wall mouted stand not received,Positive
839,waste money,Negative
840,average tv build quality cheap,Neutral
841,far good,Positive
842,good picture quality affordable price,Positive
843,display problem initially rectified,Neutral
844,sound quality not good otherwise ok,Neutral
845,working absurdly fine received good condition,Positive
846,value money good one,Positive
847,gooood,Neutral
848,brought tv bigbillion day amazon sound quality low overall awesome,Positive
849,worth buying,Positive
850,amazing,Positive
851,picture quality overall quality product good sound quality also good,Positive
852,not great sound quality value money price samsung tv,Neutral
853,good product,Positive
854,lcd tv affordable price features looks good,Positive
855,nice,Positive
856,picture quality not good ok,Neutral
857,budget tv,Neutral
858,good,Positive
859,good picture quality nice sound quality,Positive
860,ok,Positive
861,good product highly recommended,Positive
862,amazing product picture quality could improved,Positive
863,basic television meet expectation,Neutral
864,good product installed delivered time serviceman polite,Positive
865,nice television price,Positive
866,tv looks not good even not return product amazon people telling,Negative
867,picture colour not good,Negative
868,tv value money spend picture quality good,Positive
869,nice tv good money value,Positive
870,okay item money,Positive
871,like product,Neutral
872,screws wall mount not included,Neutral
873,good,Positive
874,picture clear displaynot satisfy product,Neutral
875,quality product samsung good picture quality well good sound,Positive
876,installation completed time although required bit follow,Neutral
877,not value money,Neutral
878,nice sound picture quality low price,Positive
879,nice,Positive
880,great product definite value money,Positive
881,worth money,Positive
882,best tv low price,Positive
883,good product good service,Positive
884,tv good picture quality also good,Positive
885,value money,Neutral
886,awesome,Positive
887,sound coming tv video playing without sound,Positive
888,parents happy gifted,Positive
889,value money,Neutral
890,excellent product affordable price,Positive
891,nice tv affordable price,Positive
892,sound quality poor,Neutral
893,nice lowerr budget tv good,Positive
894,nice tv giving review using tv month,Positive
895,good tv nice sound quality,Positive
896,good,Positive
897,full hd led tv finest picture sound effects,Positive
898,product good really worthyyy,Positive
899,expected product not bad,Neutral
900,js buy samsung led week ago headphones jack not working,Neutral
901,super tv samsung,Positive
902,good quality,Positive
903,satisfied,Positive
904,rate high,Neutral
905,installation done next day delivery,Neutral
906,ok,Positive
907,sound not goodcolours appear pale,Neutral
908,value money,Neutral
909,goodgjhf,Neutral
910,low sound qualityother features good,Positive
911,veri nice product custmerchant service super,Positive
912,nice tv however wall mounting bracket missing box,Neutral
913,bed experience amazon led quality bed,Neutral
914,ok,Positive
915,good picture quality good sound value money,Positive
916,value money,Neutral
917,good product picture quality good thanks amazon,Positive
918,poor picture quality,Negative
919,pay amount deduct card extra rupees,Neutral
920,happy happy,Positive
921,low budget good product,Positive
922,not worth would bought smart tv instead,Neutral
923,good tv,Positive
924,worth buying,Positive
925,sound quality,Positive
926,good,Positive
927,nice,Positive
928,nice,Positive
929,audio poor speakers bad volume less,Negative
930,good,Positive
931,good,Positive
932,suupar tv,Neutral
933,price affordable like much,Positive
934,look ordinary,Negative
935,product good value money,Positive
936,reliable,Neutral
937,products damage,Neutral
938,sound quality not per expectations two low,Positive
939,satisfactory product however sound output could better,Positive
940,worth money picture quality good,Positive
941,nice tv,Positive
942,awesome,Positive
943,product good right choice home,Positive
944,good tv product good,Positive
945,good service samsung day installation tv,Positive
946,nice products,Positive
947,good product buy rs,Positive
948,features amazing,Positive
949,mi tv much better,Positive
950,best quality product,Positive
951,good quality product,Positive
952,super,Positive
953,picture clarity average value money,Negative
954,high dynamic range worth price,Neutral
955,nice product,Positive
956,good quality,Positive
957,good product,Positive
958,worth,Positive
959,good product,Positive
960,products ok wall brackets not pack,Positive
961,good,Positive
962,every thing good thought smart led,Positive
963,missing wall mount device please send wall mount device tv,Negative
964,good product affordable price,Positive
965,installation not possible hours,Neutral
966,enjoying product value money,Positive
967,like product,Neutral
968,damaged,Neutral
969,one good tv samsung company good picturisationsound alsoo good,Positive
970,good,Positive
971,ok,Positive
972,picture quality ok sound quality bad,Neutral
973,good prodect,Positive
974,good price,Positive
975,wall hanging stand not receivedsounds good picture bhi thik hai,Positive
976,days tv screen scratch visible,Neutral
977,samsung product addict,Neutral
978,ok,Positive
979,nyc product must buy,Neutral
980,average product,Negative
981,liked product regarding picture quality sound system worst,Neutral
982,good,Positive
983,wall bracket stand not delivered,Neutral
984,good resolution value money,Positive
985,good,Positive
986,good,Positive
987,good,Positive
988,good,Positive
989,greatt like itt,Neutral
990,nice,Positive
991,picture quality not good also sound quality,Neutral
992,bright,Positive
993,two days tv not switching,Neutral
994,good product satisfied,Positive
995,good,Positive
996,osm,Neutral
997,happy product,Positive
998,good product value money,Positive
999,nice product service also good,Positive
1000,enjoying great tv experience,Positive
1001,excellent product excellent purchase,Positive
1002,looks good quality not much great,Neutral
1003,good branded product price range,Positive
1004,good product value money,Positive
1005,nice led,Positive
1006,value money,Neutral
1007,awesome,Positive
1008,picture sound quality average,Neutral
1009,reviews basis month usage,Neutral
1010,nice tv affordable price,Positive
1011,picture quality not good average,Negative
1012,good product,Positive
1013,price low,Neutral
1014,installation late,Negative
1015,best price tv,Positive
1016,picture quality good audio acceptable,Positive
1017,amazing product good price,Positive
1018,table wall mounted stand missing,Negative
1019,nice product,Positive
1020,awsome,Neutral
1021,tv good give wall mount,Positive
1022,good value money,Positive
1023,nice,Positive
1024,best,Positive
1025,good,Positive
1026,good,Positive
1027,good,Positive
1028,good,Positive
1029,good,Positive
1030,good,Positive
1031,good product best price,Positive
1032,everything good actually,Positive
1033,good quality fast delivery,Positive
1034,nice tv affordable prices,Positive
1035,good,Positive
1036,good product,Positive
1037,good,Positive
1038,one come installtion yet,Neutral
1039,sound system low,Positive
1040,samsung tv good,Positive
1041,not worthy,Negative
1042,received defected piece,Neutral
1043,sound effects issue,Positive
1044,ok,Positive
1045,fast delivary value money,Positive
1046,sound quality bad,Negative
1047,excellent,Positive
1048,value moneyquality picture sound awesome,Positive
1049,nice product low price,Positive
1050,product good delivery gets delay,Positive
1051,bad quality,Negative
1052,picture quality bad,Negative
1053,picture sound bad,Negative
1054,good tv cost good,Positive
1055,fast delivery good money,Positive
1056,good product service,Positive
1057,sound quality less,Neutral
1058,great deal samsung tvawesome experience,Positive
1059,great deal,Positive
1060,value ney,Neutral
1061,nice product good features,Positive
1062,good product,Positive
1063,good,Positive
1064,samsung inches tv beautiful sir,Positive
1065,voice picture quality not good,Negative
1066,pl send person installation,Neutral
1067,hanging problem,Neutral
1068,value money,Neutral
1069,awesome,Positive
1070,poor picture sound quality,Neutral
1071,good product thanks amazon,Positive
1072,good picture quality sound quality,Positive
1073,speakers not working months,Neutral
1074,overall good product,Positive
1075,overall good product,Positive
1076,advertised,Neutral
1077,worst,Negative
1078,worth,Positive
1079,super,Positive
1080,super,Positive
1081,like sound quality,Positive
1082,best product rs,Positive
1083,poor quality,Negative
1084,nice product,Positive
1085,good not good sound,Positive
1086,nice,Positive
1087,good,Positive
1088,good,Positive
1089,good,Positive
1090,good product,Positive
1091,good product sound quality poor,Positive
1092,nice quality,Positive
1093,super,Positive
1094,sir sound comming,Positive
1095,good not per price,Positive
1096,excellent,Positive
1097,good,Positive
1098,ok,Positive
1099,picture quality not good,Negative
1100,product nice,Positive
1101,great value price,Positive
1102,wonderful,Positive
1103,nice,Positive
1104,get pay,Neutral
1105,picture quality not good,Negative
1106,items missing box,Negative
1107,love product,Positive
1108,gud product,Neutral
1109,good led,Positive
1110,tv good picture quality low,Positive
1111,user like,Neutral
1112,months sound picture,Positive
1113,like picture quality,Neutral
1114,sooperb value money,Neutral
1115,value money,Neutral
1116,value money,Neutral
1117,value money,Neutral
1118,value money,Neutral
1119,value money,Neutral
1120,satisfy,Neutral
1121,meets expectations,Neutral
1122,sound level low,Positive
1123,ossam experience,Neutral
1124,picture qualiry good,Positive
1125,waste money,Negative
1126,supperb quality,Neutral
1127,good buy,Positive
1128,nice product,Positive
1129,values money high,Neutral
1130,mind blowing product,Neutral
1131,product good,Positive
1132,good value money,Positive
1133,picture clarity poor,Negative
1134,good quality picture,Positive
1135,wall mount not given,Neutral
1136,product best quality,Positive
1137,nice working,Positive
1138,good product,Positive
1139,nice product,Positive
1140,good quality,Positive
1141,good product,Positive
1142,good product,Positive
1143,good product,Positive
1144,nice product,Positive
1145,good,Positive
1146,nice,Positive
1147,good,Positive
1148,nice,Positive
1149,good,Positive
1150,best,Positive
1151,nice,Positive
1152,supb,Neutral
1153,best,Positive
1154,love led tv,Positive
1155,branded one,Neutral
1156,wall mount not receive,Neutral
1157,good value money,Positive
1158,good,Positive
1159,want technician,Neutral
1160,best tv price range youtube video quality support p not k bluetooth not available nice features connectivity nice takes seconds connect wifi scteen share,Positive
1161,good selection price range picture quality decent good sound system connectivity also easy youtube prime netflix using single button remote time delivery flipkart installation next day overall price range good product,Positive
1162,good,Positive
1163,good quality price picture quality good sound quality also good,Positive
1164,absolutely value money,Positive
1165,good tv,Positive
1166,awesome one comparison one totally impressed thanku make type television nice buy think purchase samsung nice provide,Positive
1167,picture sound quility super awesome samsung expirenceis amazing thankyou flipkart,Positive
1168,using tv past days found following image quality good sound quality good connectivity good overall product good use samsung better mi redmi vu tvs go,Positive
1169,pros pricing comes lower price even standard smartphone picture picture quality good however square pixels clearly seen looked closely sound nutshell awesome value money pre installed apps hotstar netflix youtube etc similar apps built switch internet enjoy cons bluetooth lacks bluetooth connectivity feel unbelievable hd ready resolution not great keeping,Positive
1170,good picture sound quality good connectivity,Positive
1171,normally good bought rs via hdfc credit card bluetooth connectivity bad,Neutral
1172,nice good colitis,Positive
1173,u receive first thing u update tv software change sound preferences amplify good picture quality u subscribe first hd channels ur dish hd files input required normal tv channels burst screen wireless connectivity awesome power consumption bit high rated,Positive
1174,awesome product installation process slow time,Positive
1175,sound quality not good picture quality good price good,Positive
1176,samsung demo technical services engineers not come two days completed,Neutral
1177,value money product along awesome picture sound quality never think buy product,Positive
1178,good,Positive
1179,fully satisfied product great picture quality,Positive
1180,tv good service worrest worrest worrest,Positive
1181,nice product,Positive
1182,good product samsung daughter rakshabandhan gift happy,Positive
1183,outstanding performance thanks flipkart product chif wow,Positive
1184,good,Positive
1185,tnx,Neutral
1186,awesome products,Positive
1187,good,Positive
1188,good television modern time want go nd buy,Positive
1189,technician not explain features also defective drill machine damage electrical wiring,Neutral
1190,nice item,Positive
1191,product good crevice bad respance installation team crevice late bad,Negative
1192,excellent,Positive
1193,best picture quality dth connection low picture quality internet connection,Positive
1194,checked every feature working absolutely fine sound quality good video quality also good every apps working fine main problem found much apps not android based os,Positive
1195,deliverd time days delivery one service engineer called installation flipcart customer care also not able help side tv awesome picture quality sound perfect,Positive
1196,installation bad tv good,Neutral
1197,product good service flipkart bad,Neutral
1198,happy product,Positive
1199,please make sure want bluetooth facility buy tv bluetooth connectivity really disappointed,Negative
1200,please make sure want bluetooth facility buy tv bluetooth connectivity really disappointed,Negative
1201,best product delivery demo installation fast thank u flipcart product,Positive
1202,nice product thncx flipkart,Positive
1203,nice product,Positive
1204,wow awsm must buy,Neutral
1205,everything good company engineer mad personal also not following safety measures corona touching every also not wearing mask uneducated people disgusting,Neutral
1206,super,Positive
1207,good,Positive
1208,good product wall hanging bracket needs add tv overall good tv reasonable price,Positive
1209,good product proud flipkart,Positive
1210,not good problem nd important part software nd smart software tougher not customer friendly,Neutral
1211,good tv,Positive
1212,none match picture quality sound providing range havent found cons yet except dosent bluetooth connectivity best smart tv price range,Positive
1213,awesome product nice pictures sounds videos features smarts values money,Positive
1214,overall good product improvement sound system,Positive
1215,good picture quality good sound good service good install,Positive
1216,nice products wall stand not available parking instrument,Neutral
1217,product awesome damages installed scheduled date value money,Positive
1218,flipkart service best operator installation engineer team bad according site app information engineer come within hours bt recieved one message engineer visit house installation led days not setisfied suggested please dont buy products,Neutral
1219,informed smart tv bluetooth,Positive
1220,picture quality awesome sound quality good purchase brand samsung best choice,Positive
1221,go,Neutral
1222,excellent product multiple featuresmade india product,Positive
1223,nice,Positive
1224,worth spending sustainable product,Positive
1225,not good picture quality installation process long duration time service not good,Negative
1226,nice product,Positive
1227,delivery fast installation not done till today please send samsung installation team tomorrow without fail,Negative
1228,good,Positive
1229,bad products response new delivered tv days filpcart bad pletform,Negative
1230,price range tv excellent installation time poor take many follow ups,Positive
1231,product superb loved sound quality good thank flipkart,Positive
1232,good ledsound bass good nicc pasa vasul,Positive
1233,good quality tv low rangefast deliveryfast good installationvideo quality audio functions really well,Positive
1234,excellent quality excellent services,Positive
1235,picture qualitysoundvaluem best futureinstillation not done technician not call not technician not send flipcard team,Positive
1236,nice good,Positive
1237,sound quality good display super always maintain quality value money speaker given bottom suitable wall mounting,Positive
1238,good experience tv picture sound nice also installation time person came install friendly thankyou flipkart,Positive
1239,good product,Positive
1240,amazing,Positive
1241,awesome go,Positive
1242,superb far better mi oneplus realme,Positive
1243,super,Positive
1244,picture quality sound system good tv moreover fast delivery flipkart service really good,Positive
1245,value money good service,Positive
1246,think much buy,Positive
1247,value money good product,Positive
1248,good files not playing like avi etc picture sound connectivity excellent,Positive
1249,excellent product use recently confirm quality shortly,Positive
1250,awesome,Positive
1251,good,Positive
1252,filpkart good delivery time samsang customer person not good not setesfied samsang company,Neutral
1253,awesome,Positive
1254,good,Positive
1255,good quality product,Positive
1256,installation still days receiving tvvery poor service india updated installation done delay occurred covid pandemic situation display quality connectivity tv really good compared budget brands available price bracket service support team flipkart trust worthy,Positive
1257,good product delivery installation good service,Positive
1258,thanks flipkart delivery installation completed scheduled time samsung tv excellent built apps netflix prime video zee direct remote ethernet wifi,Positive
1259,good product valueabletmanay,Positive
1260,good product valueabletmanay,Positive
1261,good product price sounds clarity good slim super one,Positive
1262,good service nyc smart led tv,Positive
1263,not bad,Positive
1264,best tv price super day delivery flipcart nxt day instalation go di not even think brands price,Positive
1265,ok super quality tv,Positive
1266,good products,Positive
1267,good product reasonable price thank flipkart,Positive
1268,super duper,Positive
1269,nice,Positive
1270,completely satisfied product also flifkart,Positive
1271,nice,Positive
1272,awesome feeling cost worth,Positive
1273,best branded smart tv price comparison chinese brand,Positive
1274,excellent video audio quality placed order th july delivered next day morning day technician installed,Positive
1275,good picture quality sound good connecvity good,Positive
1276,good product,Positive
1277,pictures sound quality good,Positive
1278,wooow nice product,Positive
1279,good working welll,Positive
1280,samsung tv quality wisefeatures wise realme tvi brought tv bluetooth not available suggest buy realme tv headphones lagao aur jao,Positive
1281,today tv installed samsung service man image quality bad image hazy,Negative
1282,value money tv lacks blutooth otherwise sound display quality awesome would appreciate installation delivery time immediate installation forced write long para,Positive
1283,awesome product picture quality gorgeous value money,Positive
1284,speakers not gud table voice circulate also panel thin not gud quality installed hand marks screen still cannot cleaned price u get cannot expect low quality,Negative
1285,superb quality,Positive
1286,tv installation technician not came bought rs wall stand not provided star tv picture quality good,Positive
1287,poor delivery service,Negative
1288,picture quality average sound quality best,Positive
1289,perfect tv,Positive
1290,perfect tv,Positive
1291,grt product first time purchase worth value fully satisfied product well service grt experience,Positive
1292,full waste money,Neutral
1293,sound,Positive
1294,super tv,Positive
1295,value money,Neutral
1296,internet connectivity not user friendly like chromecast use samsung mobile good connect mobile sound picture quality good like lg brand installing demo good got installed tv next day delivery thanks flipkart,Positive
1297,working good far issues,Positive
1298,every thing nice,Positive
1299,amazing,Positive
1300,best budget hd tv market got best deal possible,Positive
1301,good product many people watch together big screen sound quality connectivity also satisfying,Positive
1302,excellent product,Positive
1303,asom tv,Neutral
1304,tv looks awesome price point picture quality sound quality best segment connects mobile within time value money,Positive
1305,best v ever,Positive
1306,great experience,Positive
1307,n every quality tv jst osm good picture sound quality good packaging flipkart jst lved thankyou flipkart,Positive
1308,good product,Positive
1309,awesome product pricei like must purchase picture quality connectivity good thanks flipkart fast delivered product,Positive
1310,good pic quality ver good sound qualit,Positive
1311,perfect delivery timing,Positive
1312,ok product,Positive
1313,super quality,Positive
1314,good product thanks flipkart sound good display good,Positive
1315,excellent customer service excellent product,Positive
1316,good,Positive
1317,picture quality good like awesome,Positive
1318,not android tizen basic installation guy not helpful call remot not bluetooth cant paired fully change channels inbuilt memory cant download single app want basic tv,Neutral
1319,nice,Positive
1320,worth money,Positive
1321,honest quality sound much better products never get branded products range worth money,Positive
1322,excellent product thanks flipkart,Positive
1323,amazing sound quality flipkart good service one day complete installation good behavior maza aa gya sound dj jaisa,Positive
1324,good,Positive
1325,broken damage,Negative
1326,nice product,Positive
1327,bad service not best quality,Negative
1328,nice smart tv tv supports tizen platform overall good product thanks flipkart,Positive
1329,delivery expected date installation also day satisfied,Positive
1330,realy good cm tv realy good product service boy good samsung flipkart help dream complete,Positive
1331,sound quality super need home theatre easily connect wifi,Positive
1332,nice one buy lower cost,Positive
1333,good product,Positive
1334,month used nice display sound app go samsung running brand value money definitely not compare brand display quality display clear,Positive
1335,good,Positive
1336,good product thank ur support,Positive
1337,nice quality good service,Positive
1338,osm happy,Positive
1339,tv quality good demo installation slow,Neutral
1340,osm happy,Positive
1341,tv quality good demo installation slow,Neutral
1342,nice broduct,Positive
1343,perfect product purchasing,Positive
1344,product worth every penny economical smart tv definite choice,Positive
1345,good product value money,Positive
1346,amazing price range good pictures clarity sound thanks product,Positive
1347,fantastic picture quality good sound already using bravia found samsung much better deal terms value money,Positive
1348,ive using tv month simply amazing fault saw seems lag times times happens otherwise good service seems good well issue dish box not knowing time called dish tv people samsung people next day happy product,Positive
1349,tv amezing sound wonderfulconnection awesome,Positive
1350,value price,Neutral
1351,awesome product compare cost,Positive
1352,give star tv tv make day awesome experience pictures quality sound quality connectivity service delivery samsung tv lowest price range best smart tv mi realme smart tv thank flipkart,Positive
1353,good tv loved good,Positive
1354,stopped working two months,Neutral
1355,nice tv ar cost always good choice fits perfectly medium size room,Positive
1356,nice,Positive
1357,excilent product delivery time flipcart instalation day,Neutral
1358,whatever write matter coz one going see lucky one find better options price range not specs offer quality service response customers problems one finest thats nyc day love u,Positive
1359,nice product value money however voice operated feature remote also feel remote little disappointing overall still good option,Neutral
1360,nice,Positive
1361,tv mm jack audio option connect external speakers one usb port unnecessary additional hdmi ports worst smart tv remote samsung phone app tv buggy sluggish good thing screen quality,Neutral
1362,pretty fair product prise range buy,Positive
1363,good quality segment need buy,Positive
1364,value money,Neutral
1365,superb tv,Positive
1366,super,Positive
1367,good picture quality realy value money thinam flipcart service also good service engineer spoke well good explanation thanks also,Positive
1368,picture quality good,Positive
1369,good purchased flipkart,Positive
1370,picture quality good,Positive
1371,good purchased flipkart,Positive
1372,nice,Positive
1373,giving review month mention pros first picture quality outstanding samsung done tremendous work va panel get stunning natural picture quality also get picture quality settings adjust brightness contrast sharpness according needs w speaker sound quality awesome also choice adjusting sound different modes like sta,Positive
1374,not compitable motorola cast view,Neutral
1375,good product also great service samsung writing days usage quality product mirror playing connectivity scoring good number,Positive
1376,good installation boy,Positive
1377,product pretty good value money problem feel product external audio connectivity tv digital audio output requires daac digital analog audio converter audio home theatres connect kind not cool video quality superb audio quality also good someone looking good picture quality low rate inbuild audio tv good,Positive
1378,super led tv happy raju mittal jagner agra,Positive
1379,good picture quality,Positive
1380,price range nice product,Positive
1381,nice,Positive
1382,month using tv sound quality picture quality good samsung service man not nice plus ruined walls according price tv best,Positive
1383,happy purchased product,Positive
1384,good,Positive
1385,good tv,Positive
1386,good,Positive
1387,extremely amazing product price service good prompt,Positive
1388,best one,Positive
1389,good,Positive
1390,tv,Neutral
1391,good product nice service,Positive
1392,budget tv sound quality good,Positive
1393,best quality,Positive
1394,nice product,Positive
1395,good,Positive
1396,imege quality super,Positive
1397,days tv not bad experience,Positive
1398,awesome,Positive
1399,good product purchase satisfied,Positive
1400,not per expexctation,Neutral
